TicketID,Date,AgentID,Priority,Category,Channel,ResolutionMinutes,Status,SLA_Met,Escalated,FCR,CSAT,Revenue,Profit
3391,2025-05-31,1006,Low,Feature Request,Email,46,Resolved,True,False,True,4,650.76,358.52
3392,2024-08-31,1001,High,Bug Report,Web Portal,183,Open,False,True,False,3,79.22,28.39
3393,2025-01-04,1012,Medium,Technical Issue,Phone,88,Resolved,True,False,False,5,284.27,140.96
3394,2024-10-09,1016,Medium,Bug Report,Web Portal,81,Closed,True,False,True,4,140.61,86.75
3395,2025-01-21,1010,Medium,Account Access,Web Portal,90,Resolved,True,False,True,5,165.56,80.27
3396,2025-01-19,1011,Low,Billing,Email,54,Resolved,True,False,True,5,314.09,169.6
3397,2024-08-26,1008,Medium,General Inquiry,Social Media,132,Closed,True,False,False,3,69.44,34.17
3398,2024-08-11,1013,Low,Billing,Phone,71,Pending Customer,False,False,True,4,285.64,182.79
3399,2024-12-24,1016,Medium,Billing,Chat,123,Resolved,True,False,False,4,594.46,311.4
3400,2025-05-12,1010,Medium,Technical Issue,Chat,63,Closed,True,False,True,5,245.62,159.43
3401,2025-02-09,1009,High,Account Access,Email,177,In Progress,True,False,True,5,140.72,86.3
3402,2025-04-26,1014,High,General Inquiry,Email,140,Closed,True,False,False,4,67.72,31.05
3403,2025-06-25,1016,Medium,Bug Report,Email,107,Open,True,False,True,4,227.2,138.09
3404,2025-06-06,1004,Medium,Account Access,Chat,128,Resolved,True,False,False,4,164.12,107.45
3405,2024-11-01,1008,Low,Account Access,Phone,85,Resolved,True,False,False,3,156.93,100.45
3406,2025-06-23,1007,High,General Inquiry,Email,194,Closed,True,False,False,4,84.17,50.52
3407,2025-02-20,1003,Medium,Feature Request,Email,89,Resolved,True,False,False,4,239.6,132.47
3408,2025-05-07,1006,Medium,Technical Issue,Email,56,Pending Customer,True,False,True,4,280.28,130.98
3409,2024-10-29,1010,Medium,Billing,Phone,91,In Progress,True,False,True,5,188.43,118.45
3410,2024-09-26,1011,Critical,Billing,Email,269,Pending Customer,False,False,True,4,210.25,122.58
3411,2024-09-24,1010,Medium,General Inquiry,Web Portal,95,Resolved,True,False,True,4,68.19,40.51
3412,2025-02-12,1021,High,Feature Request,Social Media,110,Closed,True,True,False,4,331.66,167.57
3413,2025-01-05,1021,Medium,Account Access,Chat,83,In Progress,True,False,True,4,60.61,30.96
3414,2024-08-16,1005,Medium,General Inquiry,Chat,91,Resolved,True,True,False,3,75.28,36.23
3415,2024-09-23,1010,Medium,General Inquiry,Phone,88,Pending Customer,False,False,False,3,65.45,38.52
3416,2024-11-30,1021,High,Bug Report,Email,88,Resolved,True,False,False,5,261.55,165.69
3417,2025-03-13,1017,Critical,General Inquiry,Phone,127,Closed,True,False,False,4,88.4,51.96
3418,2025-06-15,1012,Medium,General Inquiry,Phone,58,Pending Customer,False,False,True,5,78.06,46.84
3419,2024-10-25,1022,High,Technical Issue,Phone,144,Resolved,True,False,False,5,377.47,244.17
3420,2024-12-07,1019,High,Bug Report,Phone,145,Closed,True,False,False,4,225.89,131.34
3421,2024-10-12,1008,Low,General Inquiry,Web Portal,73,Open,True,False,True,4,86.08,40.97
3422,2024-08-24,1020,High,Technical Issue,Chat,88,Open,False,True,True,3,363.11,149.52
3423,2025-02-09,1023,High,Technical Issue,Email,242,Pending Customer,True,True,False,3,152.72,73.47
3424,2024-09-08,1005,Low,Technical Issue,Email,48,Closed,True,False,True,4,371.72,231.68
3425,2024-11-17,1016,Medium,Feature Request,Phone,134,Closed,True,False,True,5,477.54,248.17
3426,2025-03-26,1013,Medium,Technical Issue,Phone,103,Resolved,True,True,True,3,160.36,74.93
3427,2025-01-03,1020,Medium,Technical Issue,Web Portal,76,Closed,True,False,False,5,232.12,125.39
3428,2025-05-28,1002,Medium,Account Access,Phone,83,Resolved,True,False,True,5,46.63,22.11
3429,2025-06-17,1023,High,General Inquiry,Web Portal,201,Resolved,False,True,True,3,76.71,32.76
3430,2024-12-17,1010,Medium,Technical Issue,Chat,64,In Progress,True,True,True,4,139.28,58.66
3431,2025-02-24,1012,Critical,Billing,Email,208,Resolved,True,True,False,3,417.59,217.54
3432,2024-11-14,1022,High,Technical Issue,Email,130,In Progress,True,True,False,3,270.71,153.44
3433,2024-12-08,1006,Medium,Billing,Chat,96,Resolved,True,False,True,5,322.69,157.62
3434,2025-06-27,1010,High,Billing,Web Portal,125,In Progress,True,False,True,5,549.0,352.43
3435,2025-04-03,1003,High,Billing,Email,145,Pending Customer,True,False,True,5,306.68,138.79
3436,2024-12-18,1011,High,General Inquiry,Web Portal,173,Resolved,True,False,False,4,69.58,33.1
3437,2024-09-30,1017,Medium,Technical Issue,Email,64,Closed,True,False,False,5,285.02,152.35
3438,2025-02-02,1022,Low,Feature Request,Phone,49,In Progress,True,False,False,4,875.79,470.56
3439,2024-10-17,1014,Low,Technical Issue,Phone,53,Resolved,True,False,True,4,136.84,75.83
3440,2025-01-03,1022,Medium,Billing,Phone,74,Open,True,False,False,5,493.92,278.57
3441,2024-11-02,1016,High,Billing,Web Portal,199,Closed,False,True,False,3,339.14,186.67
3442,2025-03-23,1017,High,General Inquiry,Phone,87,Closed,True,False,False,5,67.55,39.98
3443,2024-09-19,1001,Low,Billing,Chat,70,Open,True,True,False,3,173.85,79.06
3444,2025-03-08,1022,Medium,Technical Issue,Email,57,Pending Customer,True,False,True,5,232.07,127.36
3445,2024-12-31,1022,High,General Inquiry,Phone,145,Open,True,True,True,4,42.08,15.08
3446,2024-10-21,1010,High,Billing,Chat,169,Resolved,True,True,True,4,546.45,197.37
3447,2024-12-04,1013,Low,Technical Issue,Email,45,Closed,True,True,True,3,128.86,57.61
3448,2025-02-27,1015,Medium,Technical Issue,Email,55,Resolved,True,True,True,4,85.42,30.88
3449,2024-12-30,1013,Critical,General Inquiry,Chat,329,Resolved,False,True,False,3,23.87,12.19
3450,2024-08-01,1001,High,Technical Issue,Chat,167,Closed,True,True,False,4,137.34,69.15
3451,2024-10-03,1006,High,Technical Issue,Chat,102,Closed,True,False,True,5,211.77,120.3
3452,2024-12-25,1007,High,Technical Issue,Web Portal,199,Pending Customer,True,False,False,4,310.05,179.51
3453,2024-12-20,1016,Medium,Billing,Social Media,92,Closed,True,True,True,3,273.77,161.69
3454,2025-05-27,1009,High,Billing,Email,123,Closed,True,False,True,4,581.96,266.54
3455,2024-11-21,1005,Critical,Account Access,Chat,267,Closed,False,False,False,3,134.77,61.33
3456,2025-05-11,1001,Critical,Technical Issue,Web Portal,274,Resolved,False,True,False,3,328.91,168.21
3457,2025-04-30,1012,Low,Feature Request,Web Portal,48,Open,True,False,True,5,415.42,262.48
3458,2025-01-02,1007,Medium,Account Access,Email,118,Resolved,True,False,False,4,108.62,73.71
3459,2024-07-11,1019,Low,Technical Issue,Phone,51,Closed,True,False,True,4,143.91,64.81
3460,2024-11-27,1009,High,Technical Issue,Email,142,Pending Customer,True,False,True,5,315.59,203.67
3461,2025-04-10,1014,Low,Account Access,Social Media,66,Closed,True,False,True,4,157.42,80.34
3462,2024-07-29,1017,Low,Billing,Chat,24,Closed,True,False,True,4,343.95,214.42
3463,2024-08-25,1015,Medium,Feature Request,Phone,42,Resolved,True,False,True,4,261.63,152.69
3464,2025-04-23,1003,Medium,Technical Issue,Chat,74,Resolved,True,False,True,5,353.41,202.45
3465,2024-08-23,1021,Low,Billing,Chat,38,Open,True,True,True,4,565.24,237.47
3466,2025-03-27,1005,Medium,Billing,Chat,104,Closed,True,False,True,4,348.05,231.84
3467,2024-07-11,1019,Medium,Feature Request,Email,132,Closed,True,False,True,4,860.92,444.72
3468,2024-08-26,1006,Medium,General Inquiry,Phone,91,Resolved,True,False,False,4,54.15,31.8
3469,2024-11-19,1013,Critical,Account Access,Chat,221,Pending Customer,True,False,False,4,165.92,78.63
3470,2024-12-09,1015,Medium,Feature Request,Chat,56,In Progress,True,False,False,5,598.25,338.74
3471,2025-06-18,1009,Low,Billing,Email,53,Closed,True,False,True,4,478.13,303.29
3472,2025-01-30,1019,Medium,Bug Report,Web Portal,123,In Progress,True,False,False,4,179.97,88.09
3473,2025-02-26,1021,Medium,General Inquiry,Phone,63,Resolved,True,False,False,4,22.9,11.57
3474,2025-05-03,1014,High,Bug Report,Email,192,Resolved,True,False,True,5,259.72,163.85
3475,2025-03-19,1004,High,Technical Issue,Web Portal,174,Closed,True,True,True,4,296.59,128.87
3476,2024-07-08,1023,Medium,Account Access,Phone,110,Resolved,True,False,False,4,44.06,26.03
3477,2024-11-21,1009,Low,Account Access,Phone,55,Resolved,True,False,True,4,113.23,73.43
3478,2025-05-27,1006,Medium,General Inquiry,Chat,57,Resolved,True,False,True,4,75.04,38.61
3479,2025-01-02,1014,Medium,Feature Request,Phone,73,In Progress,True,False,True,4,356.65,226.62
3480,2025-03-13,1005,High,Account Access,Chat,106,Closed,True,False,False,4,76.11,39.64
3481,2024-09-15,1004,High,Account Access,Phone,217,In Progress,True,True,False,3,125.9,68.9
3482,2025-06-03,1008,Medium,Technical Issue,Chat,141,Closed,True,False,True,4,324.09,182.97
3483,2025-02-13,1002,High,Feature Request,Phone,115,Resolved,True,False,False,4,816.12,406.8
3484,2024-11-01,1013,Medium,Bug Report,Email,80,Closed,True,False,False,4,226.16,145.05
3485,2024-10-20,1019,Medium,General Inquiry,Web Portal,125,Resolved,True,True,False,3,64.48,33.42
3486,2024-09-10,1016,Low,Feature Request,Web Portal,78,Closed,True,False,True,4,743.92,422.96
3487,2024-08-22,1017,Medium,Bug Report,Email,57,Resolved,True,False,False,4,296.65,202.81
3488,2024-08-05,1003,Medium,Feature Request,Social Media,85,Resolved,True,False,True,5,609.59,341.13
3489,2024-08-03,1009,High,Billing,Phone,128,Open,True,False,False,4,426.97,200.62
3490,2024-11-17,1005,High,Technical Issue,Email,155,Resolved,True,False,True,5,299.15,160.29
3491,2024-10-27,1015,Low,Technical Issue,Chat,33,Closed,True,False,True,5,212.22,131.35
3492,2025-06-19,1014,Low,Feature Request,Chat,58,Resolved,True,True,False,3,754.18,267.36
3493,2024-07-06,1021,Medium,Bug Report,Chat,88,Resolved,True,False,True,4,226.92,146.79
3494,2025-04-21,1003,Low,Account Access,Chat,37,Resolved,True,False,True,4,67.11,35.47
3495,2024-10-15,1006,Medium,Bug Report,Web Portal,73,Closed,True,False,False,4,145.92,86.22
3496,2025-01-31,1018,Low,General Inquiry,Web Portal,33,Resolved,True,False,True,5,77.21,51.99
3497,2025-01-16,1020,Medium,General Inquiry,Chat,91,Closed,True,True,False,4,22.53,9.42
3498,2025-01-12,1004,Medium,General Inquiry,Email,133,Closed,True,False,True,4,86.73,58.18
3499,2025-04-27,1012,Medium,Account Access,Chat,66,Resolved,True,False,True,5,141.36,91.23
3500,2025-01-18,1006,Medium,Billing,Email,91,Open,False,False,True,4,341.03,238.09
3501,2024-11-08,1023,Low,General Inquiry,Phone,47,In Progress,True,False,True,4,68.98,40.86
3502,2024-09-19,1021,Low,Technical Issue,Phone,38,Resolved,True,True,True,4,191.42,85.91
3503,2025-06-05,1007,Medium,Billing,Chat,138,Resolved,True,False,True,4,540.18,277.77
3504,2024-09-11,1012,High,General Inquiry,Email,119,Closed,True,True,False,4,63.73,24.98
3505,2024-12-26,1001,Medium,Account Access,Phone,113,Open,True,False,False,4,140.81,77.56
3506,2025-02-26,1001,Medium,Technical Issue,Phone,112,Resolved,True,False,True,5,220.3,104.46
3507,2024-10-15,1003,High,Bug Report,Phone,93,Resolved,True,False,True,5,195.97,99.78
3508,2024-09-30,1009,Critical,Bug Report,Web Portal,256,Open,False,True,False,2,219.69,114.83
3509,2025-05-23,1020,Medium,General Inquiry,Phone,55,Closed,True,True,False,3,64.45,30.99
3510,2024-07-01,1016,High,Account Access,Phone,142,Closed,True,True,False,3,172.26,79.98
3511,2024-10-27,1009,High,Technical Issue,Chat,161,Closed,True,False,False,4,348.14,242.98
3512,2025-02-12,1005,Low,Feature Request,Email,60,Pending Customer,True,False,False,5,617.27,287.34
3513,2025-02-17,1012,Low,Feature Request,Email,40,Resolved,True,False,True,5,355.14,241.43
3514,2024-12-12,1023,Critical,Bug Report,Chat,271,Closed,False,True,False,2,267.86,121.29
3515,2025-02-18,1014,Medium,Technical Issue,Phone,78,Open,True,False,False,4,225.8,135.04
3516,2024-07-06,1011,Low,Account Access,Email,58,Closed,True,True,True,3,173.7,84.68
3517,2024-09-04,1016,Medium,Account Access,Web Portal,115,Pending Customer,True,True,True,3,130.18,57.13
3518,2025-02-11,1019,High,Technical Issue,Web Portal,215,In Progress,True,False,False,4,337.7,169.12
3519,2025-02-17,1023,High,Bug Report,Web Portal,202,In Progress,True,True,False,3,264.04,150.98
3520,2025-03-15,1018,High,Billing,Chat,103,Pending Customer,True,False,True,5,173.94,107.54
3521,2024-07-22,1005,High,Billing,Web Portal,172,Open,True,False,True,4,394.44,209.36
3522,2025-06-04,1013,High,Billing,Phone,139,Closed,True,False,False,4,214.39,128.2
3523,2025-03-10,1014,Medium,Billing,Web Portal,103,Closed,True,False,False,4,124.35,66.26
3524,2025-03-17,1013,Low,Billing,Chat,43,Resolved,True,False,True,4,250.69,150.43
3525,2024-07-04,1018,High,Bug Report,Chat,162,Resolved,True,True,False,4,272.03,142.18
3526,2025-06-28,1007,Medium,Bug Report,Email,134,In Progress,True,False,False,4,134.9,83.97
3527,2024-10-03,1002,Medium,Account Access,Phone,67,In Progress,False,False,True,5,103.26,65.92
3528,2025-01-26,1004,Low,Billing,Email,52,Closed,True,True,False,3,511.85,222.11
3529,2024-09-25,1009,Low,General Inquiry,Web Portal,43,Closed,False,True,True,4,35.26,15.47
3530,2025-06-20,1010,High,Billing,Chat,127,In Progress,True,False,True,4,428.27,297.84
3531,2024-12-16,1022,Low,Account Access,Email,36,Closed,True,False,True,4,144.75,70.33
3532,2025-06-28,1011,High,Feature Request,Web Portal,160,Resolved,True,False,False,4,763.46,476.17
3533,2024-11-08,1017,Medium,Billing,Chat,51,Resolved,True,False,True,4,231.81,130.67
3534,2025-05-27,1020,Low,Technical Issue,Email,31,Pending Customer,True,False,True,4,177.03,85.7
3535,2024-08-01,1005,Low,General Inquiry,Phone,42,Pending Customer,True,False,True,5,59.95,31.33
3536,2024-09-02,1002,Low,Technical Issue,Chat,44,Resolved,True,False,True,5,365.59,212.22
3537,2024-12-03,1001,Low,Technical Issue,Phone,46,Resolved,True,False,False,4,302.65,177.32
3538,2025-01-28,1022,Low,Account Access,Phone,45,Closed,True,False,True,5,82.15,47.86
3539,2025-02-18,1023,High,Technical Issue,Social Media,209,Resolved,True,False,True,5,349.58,238.61
3540,2024-08-11,1010,Medium,Bug Report,Phone,92,Closed,True,False,False,4,115.11,57.67
3541,2024-09-17,1010,Medium,Account Access,Email,94,Resolved,True,False,True,4,118.85,75.62
3542,2025-02-16,1017,High,Billing,Chat,103,Resolved,True,False,False,4,199.82,99.44
3543,2024-07-09,1013,Low,Technical Issue,Email,49,Resolved,True,False,True,4,234.5,157.17
3544,2025-03-04,1012,High,Technical Issue,Email,148,Resolved,True,False,True,4,255.68,138.12
3545,2025-01-27,1014,Low,Bug Report,Phone,70,Resolved,True,False,True,4,193.54,106.11
3546,2024-08-14,1002,Low,Technical Issue,Email,31,Resolved,True,False,False,5,399.76,242.71
3547,2025-06-20,1014,Medium,Technical Issue,Phone,121,Closed,True,False,True,4,284.89,152.85
3548,2024-08-26,1021,Low,Bug Report,Web Portal,54,Resolved,True,False,True,5,230.19,131.24
3549,2025-04-18,1008,Medium,Technical Issue,Chat,158,Closed,True,False,True,4,223.28,149.56
3550,2024-08-26,1015,High,Account Access,Email,88,Closed,True,False,False,4,56.33,29.41
3551,2025-06-19,1021,Low,Billing,Chat,43,Resolved,True,False,True,4,236.48,108.34
3552,2024-09-12,1015,Low,Billing,Email,39,Resolved,True,False,True,4,450.45,254.02
3553,2025-06-24,1010,High,General Inquiry,Email,152,Resolved,True,True,False,4,26.79,12.47
3554,2024-10-20,1011,High,Technical Issue,Web Portal,141,Closed,True,True,True,3,305.51,127.6
3555,2024-08-30,1016,Low,Technical Issue,Chat,62,Closed,False,False,True,4,112.04,65.27
3556,2024-10-12,1009,High,Technical Issue,Phone,102,Closed,True,False,False,4,92.08,44.51
3557,2024-07-26,1006,Medium,Billing,Email,65,In Progress,True,False,True,4,341.0,193.67
3558,2025-01-27,1022,High,General Inquiry,Web Portal,123,Pending Customer,True,False,False,5,29.28,18.1
3559,2025-02-05,1016,Low,Feature Request,Email,57,Closed,True,False,True,4,815.86,512.36
3560,2024-11-17,1003,Critical,Billing,Chat,159,Closed,True,False,False,4,345.91,190.56
3561,2024-07-03,1017,High,Account Access,Email,74,Resolved,False,False,True,4,148.5,96.89
3562,2025-05-20,1005,Low,Bug Report,Email,61,Closed,True,False,True,5,124.21,71.3
3563,2025-02-09,1019,Low,Bug Report,Phone,79,In Progress,True,False,True,4,178.65,116.02
3564,2024-08-12,1006,High,Account Access,Web Portal,106,Resolved,True,False,False,5,108.54,60.86
3565,2025-05-13,1006,Medium,Technical Issue,Email,65,In Progress,True,False,True,4,313.01,143.16
3566,2024-09-12,1019,Low,Bug Report,Chat,67,Resolved,True,False,False,4,82.83,41.9
3567,2024-07-29,1006,Medium,Technical Issue,Email,73,In Progress,True,True,True,4,178.94,95.87
3568,2025-03-26,1004,High,Technical Issue,Web Portal,195,Open,True,False,False,4,190.76,122.68
3569,2024-08-18,1016,High,Account Access,Phone,168,In Progress,True,True,True,4,75.77,28.26
3570,2024-10-07,1006,Low,Account Access,Email,47,Resolved,True,False,True,5,166.67,94.92
3571,2024-12-29,1005,Low,Technical Issue,Email,43,Resolved,True,True,True,4,185.09,99.54
3572,2025-02-27,1013,Medium,Account Access,Email,74,Resolved,True,False,False,4,124.21,72.96
3573,2024-11-21,1019,High,Billing,Email,156,Resolved,True,False,False,3,441.26,277.88
3574,2025-01-27,1015,Medium,Technical Issue,Email,42,Resolved,True,False,True,5,124.1,57.57
3575,2024-07-05,1004,Medium,Account Access,Web Portal,98,Closed,True,True,False,3,157.9,60.84
3576,2024-12-26,1011,Medium,Account Access,Email,120,Closed,True,False,True,5,50.87,24.87
3577,2024-08-01,1009,Medium,Bug Report,Phone,99,Resolved,True,False,False,4,104.36,48.87
3578,2024-11-09,1005,High,Feature Request,Email,122,Open,True,True,False,3,355.73,153.52
3579,2024-08-28,1020,Low,Account Access,Email,39,Resolved,True,False,True,4,118.66,53.73
3580,2024-12-09,1018,High,Feature Request,Phone,164,In Progress,True,False,True,5,280.57,130.53
3581,2024-10-04,1015,Medium,Account Access,Chat,68,In Progress,True,False,True,5,99.26,45.21
3582,2025-04-07,1022,Medium,General Inquiry,Web Portal,72,Resolved,True,False,True,5,41.71,18.91
3583,2025-06-08,1008,Medium,Technical Issue,Phone,123,Open,True,True,True,3,324.33,173.56
3584,2025-03-09,1010,High,Technical Issue,Email,112,Closed,True,True,False,4,156.41,93.04
3585,2025-03-27,1002,Medium,Billing,Email,78,Closed,True,False,True,5,154.65,77.12
3586,2025-01-14,1004,Medium,Billing,Email,119,Resolved,True,False,True,4,577.16,385.71
3587,2024-10-04,1019,Medium,General Inquiry,Chat,101,Closed,True,False,True,5,20.22,9.32
3588,2025-04-06,1020,High,Bug Report,Phone,87,Open,True,False,True,4,222.23,146.65
3589,2025-05-26,1016,Medium,General Inquiry,Web Portal,120,Resolved,True,True,False,3,27.95,12.97
3590,2025-04-23,1009,High,Technical Issue,Web Portal,143,Open,True,True,False,3,304.64,168.26
3591,2025-05-15,1003,Medium,Bug Report,Email,61,In Progress,False,True,True,3,106.78,41.65
3592,2024-07-18,1016,Critical,Technical Issue,Phone,281,Open,False,False,False,3,373.19,258.1
3593,2025-04-01,1007,Low,Bug Report,Chat,61,Resolved,True,False,True,5,185.87,114.17
3594,2025-06-12,1009,High,Account Access,Chat,110,In Progress,True,False,True,4,153.55,72.56
3595,2025-06-18,1022,Medium,Technical Issue,Web Portal,53,Resolved,False,False,False,3,251.16,129.54
3596,2024-11-14,1022,Low,Account Access,Chat,41,Resolved,True,False,True,5,62.61,32.68
3597,2024-09-12,1013,Medium,Billing,Chat,136,Open,True,False,True,4,169.09,83.57
3598,2024-10-28,1019,Medium,Feature Request,Phone,94,Closed,True,False,True,4,549.42,332.36
3599,2024-12-05,1004,High,Technical Issue,Chat,173,Resolved,True,False,True,4,102.9,60.48
3600,2024-07-14,1018,Low,Bug Report,Email,41,Closed,True,False,True,5,139.6,91.68
3601,2025-05-18,1002,Low,Bug Report,Phone,29,In Progress,True,False,False,5,93.3,61.21
3602,2024-08-13,1009,High,General Inquiry,Phone,133,Resolved,True,False,True,5,86.07,53.03
3603,2025-05-21,1001,Medium,Technical Issue,Phone,107,Closed,True,False,True,4,282.18,195.42
3604,2025-01-24,1013,Critical,General Inquiry,Email,213,Pending Customer,True,True,False,3,65.99,26.47
3605,2024-10-31,1010,Critical,Account Access,Email,257,Pending Customer,True,True,False,3,65.07,32.32
3606,2025-01-11,1020,Medium,Technical Issue,Web Portal,91,Resolved,True,False,False,5,358.01,172.54
3607,2024-10-15,1008,Medium,Bug Report,Chat,113,Resolved,True,False,True,4,290.24,182.29
3608,2024-08-19,1015,Medium,Billing,Email,42,Resolved,True,False,True,5,341.62,192.5
3609,2025-01-18,1017,Medium,Bug Report,Phone,65,Closed,True,True,True,4,118.51,55.49
3610,2025-06-23,1010,High,Billing,Email,165,Pending Customer,True,False,False,4,133.46,60.95
3611,2024-08-16,1011,Medium,Technical Issue,Email,85,Resolved,True,False,True,4,135.65,80.63
3612,2024-11-05,1022,Medium,Account Access,Chat,77,Resolved,True,False,True,4,49.29,30.87
3613,2025-04-09,1016,Low,Account Access,Web Portal,74,Resolved,False,False,True,4,125.25,70.58
3614,2025-01-23,1013,Low,Technical Issue,Chat,58,Resolved,True,True,False,3,241.12,93.0
3615,2025-02-28,1014,Low,Technical Issue,Web Portal,63,Open,True,False,False,4,159.45,94.75
3616,2025-06-11,1013,High,Billing,Web Portal,130,Resolved,True,True,False,3,236.96,96.8
3617,2025-04-24,1009,High,Account Access,Phone,134,Open,True,False,False,4,140.85,67.37
3618,2024-11-13,1001,Low,Account Access,Web Portal,49,Pending Customer,True,False,False,4,126.04,70.82
3619,2024-09-06,1018,Low,Account Access,Phone,55,Resolved,True,False,True,5,122.66,70.34
3620,2024-09-30,1020,Medium,Technical Issue,Email,50,Closed,True,False,True,5,179.56,95.86
3621,2025-05-21,1018,High,General Inquiry,Email,136,Resolved,True,True,False,4,87.31,47.73
3622,2025-04-01,1022,Critical,Account Access,Email,214,Resolved,True,True,True,4,141.3,73.48
3623,2024-12-29,1008,Medium,Billing,Email,160,Closed,True,False,True,4,217.64,125.51
3624,2025-03-01,1015,Low,Billing,Email,30,In Progress,True,False,True,5,390.78,228.94
3625,2024-11-08,1018,Medium,Feature Request,Chat,61,Pending Customer,False,False,True,4,486.92,297.06
3626,2024-07-07,1022,Medium,Account Access,Email,57,Closed,True,False,True,5,68.49,47.4
3627,2025-02-12,1021,Low,Billing,Chat,51,Resolved,True,False,True,5,279.08,170.55
3628,2024-08-24,1005,Critical,Feature Request,Web Portal,165,Closed,True,False,False,4,559.85,351.18
3629,2024-12-24,1003,Low,Billing,Chat,30,Closed,True,False,True,5,335.08,229.52
3630,2024-12-30,1008,High,Account Access,Chat,173,Closed,True,True,False,3,179.72,97.42
3631,2025-05-20,1013,Medium,Bug Report,Chat,132,Resolved,True,False,True,4,73.6,34.01
3632,2025-01-27,1023,Medium,General Inquiry,Email,118,Resolved,True,False,False,4,80.34,44.94
3633,2024-10-14,1001,Medium,Billing,Phone,69,Resolved,True,False,False,4,167.51,103.43
3634,2024-11-15,1022,Medium,Account Access,Phone,51,Resolved,True,False,False,4,131.01,59.34
3635,2025-04-02,1012,Medium,Feature Request,Web Portal,91,In Progress,True,False,False,4,682.76,351.0
3636,2024-10-25,1017,Low,Feature Request,Phone,24,Open,True,False,True,5,294.16,191.53
3637,2025-04-05,1012,High,Technical Issue,Chat,128,Resolved,True,False,False,4,152.5,76.96
3638,2024-07-23,1006,Critical,Billing,Chat,141,Resolved,True,True,False,3,412.74,237.66
3639,2024-12-07,1022,Medium,Bug Report,Web Portal,66,Open,False,False,True,4,275.04,189.57
3640,2025-02-01,1018,Low,Account Access,Email,55,Closed,False,True,True,3,76.91,32.3
3641,2025-01-20,1012,Low,Bug Report,Phone,54,Closed,True,False,True,4,236.59,154.59
3642,2025-03-14,1010,High,Technical Issue,Social Media,108,Pending Customer,True,False,False,4,393.19,260.98
3643,2024-09-29,1010,Medium,Bug Report,Phone,79,In Progress,True,False,True,4,180.89,113.37
3644,2025-06-25,1013,Medium,Account Access,Email,135,Resolved,False,False,True,4,159.99,81.53
3645,2024-08-26,1013,Medium,Technical Issue,Chat,108,Pending Customer,True,True,False,4,215.56,80.96
3646,2024-10-08,1018,High,Bug Report,Chat,146,Closed,True,False,False,5,93.71,43.5
3647,2025-05-06,1021,Critical,Account Access,Email,199,Open,False,True,False,3,81.25,35.31
3648,2025-06-22,1007,High,Technical Issue,Email,150,Closed,True,True,False,3,96.11,45.19
3649,2024-12-16,1008,High,Bug Report,Chat,153,Closed,True,False,False,3,201.69,94.55
3650,2024-12-11,1014,Medium,Technical Issue,Chat,107,Closed,True,False,False,3,201.6,132.7
3651,2025-03-24,1012,High,Bug Report,Web Portal,128,Pending Customer,True,False,False,4,170.45,110.28
3652,2025-04-23,1013,Medium,Technical Issue,Email,89,Resolved,True,False,False,4,361.9,218.08
3653,2025-05-14,1010,Medium,Technical Issue,Phone,79,Closed,True,False,True,5,224.99,118.64
3654,2025-06-02,1023,Critical,Technical Issue,Web Portal,341,In Progress,False,True,False,3,283.34,154.05
3655,2025-04-21,1021,Low,Technical Issue,Phone,48,Closed,True,False,True,4,212.05,103.27
3656,2024-12-17,1010,Low,Billing,Web Portal,35,Resolved,True,False,True,4,141.21,71.01
3657,2024-10-16,1002,Medium,Technical Issue,Phone,66,Closed,True,False,False,5,245.24,169.36
3658,2024-10-01,1004,Low,Feature Request,Email,66,Closed,True,False,True,4,443.82,210.58
3659,2025-01-26,1015,Critical,Billing,Web Portal,169,Pending Customer,True,False,False,5,373.81,221.45
3660,2024-07-26,1008,High,Bug Report,Email,163,Resolved,True,True,False,3,79.79,29.21
3661,2024-12-01,1018,Medium,Technical Issue,Phone,69,In Progress,True,False,True,4,245.31,135.33
3662,2024-08-03,1022,Medium,Feature Request,Chat,54,Resolved,True,False,True,5,606.37,372.09
3663,2024-07-22,1018,Low,Technical Issue,Chat,59,Closed,True,False,True,5,189.16,121.14
3664,2025-05-10,1023,High,Technical Issue,Chat,132,In Progress,True,False,False,4,343.16,181.09
3665,2024-09-05,1019,High,Feature Request,Web Portal,192,Resolved,True,False,True,5,724.32,355.5
3666,2024-10-23,1011,High,Technical Issue,Chat,153,Pending Customer,True,True,False,4,292.78,150.27
3667,2025-03-06,1006,Medium,Technical Issue,Chat,92,Resolved,True,False,True,5,208.31,124.08
3668,2025-04-02,1002,Low,Billing,Chat,35,Open,True,False,True,5,238.65,128.99
3669,2025-01-15,1005,High,Bug Report,Social Media,101,Resolved,True,False,True,5,107.69,58.15
3670,2025-05-14,1005,Medium,Billing,Chat,92,Pending Customer,True,False,True,4,196.36,113.41
3671,2025-03-01,1011,Low,Account Access,Chat,49,Open,True,False,True,4,179.29,104.87
3672,2025-05-18,1001,High,Billing,Phone,133,Resolved,True,True,False,3,357.59,142.47
3673,2025-04-13,1007,High,Billing,Email,190,Closed,True,True,False,3,553.58,236.71
3674,2024-10-27,1022,Medium,Billing,Email,89,Closed,True,False,True,5,183.29,103.59
3675,2025-04-03,1015,Low,Technical Issue,Email,24,In Progress,True,False,True,5,85.42,45.19
